node_id,node_attr
485,"""This program covers residents of the following postal codes: 19111, 19120 and 19126."""
486,"""6161 North 5th Street, Philadelphia, PA 19120"""
487,AB-Saint Helena Parish Food Cupboard (Saint Helena)
488,P-Saint Helena Parish Food Cupboard (Saint Helena)
489,19120
490,"""tel:+1-267-900-5935"""
491,"""The Saint Helena Food Bank provides critical food resources to those in need. The nutrition they supply is critical to individuals and families who may otherwise go hungry.This program provides:- Food to meet nutritional needs- Specially designed Senior BoxesClients can visit once per month. Please call us for more information."""
492,"""Must live in postal code 19111, 19120 or 19126."""
493,Breaking Bread on Broad (Congregation Rodeph Shalo)
494,39.9638293
495,Female
496,Mothers
497,"""Breaking Bread on Broad (Congregation Rodeph Shalo)_5098800476192768"""
498,"""Breaking Bread on Broad (Congregation Rodeph Shalo)"""
499,"""615 North Broad Street, Philadelphia, PA 19123"""
500,AB-Breaking Bread on Broad (Congregation Rodeph Shalo)
501,P-Breaking Bread on Broad (Congregation Rodeph Shalo)
502,"""tel:+1-215-627-6747"""
503,"""Congregation Rodeph Shalo offers food, diapers, and feminine hygiene supplies to up to 170 families in need each Wednesday morning outside.This program provides:- Food- Diapers- Feminie supplies"""
504,"""Wednesday from 09:00 to 11:00"""
505,Food Distribution (Lombard Central Presbyterian Church)
506,39.9591628
507,"""https://www.facebook.com/pages/Lombard-Central-Presbyterian-Church/115627261799947"""
508,"""Food Distribution (Lombard Central Presbyterian Church)_6402173263020032"""
509,"""Food Distribution (Lombard Central Presbyterian Church)"""
510,"""4201 Powelton Avenue, Philadelphia, PA 19104"""
511,AB-Food Distribution (Lombard Central Presbyterian Church)
512,P-Food Distribution (Lombard Central Presbyterian Church)
513,"""tel:+1-215-222-3044"""
514,"""Lombard Central Presbyterian Church's food pantry provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families.This program provides:- Fresh fruit, vegetables, breads and dessertsPlease reach out to program for more information before visiting."""
515,"""Friday from 12:30 to 15:00"""
516,Soup Kitchen and Food Pantry (Zion Hill Baptist Church)
517,39.9552482
518,"""https://www.facebook.com/Zion-Hill-Baptist-Church-Philadelphia-PA-841768162520512/?eid=ARCkxui_8LIvGbZQ6UhXbm2KS0Fj10lgl2CY2g0bI_Ca8yxY2DXbcLOd3VEXfSKLAWEU_e-13ZlKQ-Y1food"""
519,"""Soup Kitchen and Food Pantry (Zion Hill Baptist Church)_6661798393806848"""
520,"""Soup Kitchen and Food Pantry (Zion Hill Baptist Church)"""
521,"""5301 Spruce Street, Philadelphia, PA 19139"""
522,AB-Soup Kitchen and Food Pantry (Zion Hill Baptist Church)
523,P-Soup Kitchen and Food Pantry (Zion Hill Baptist Church)
524,"""tel:+1-215-748-1203"""
525,"""Zion Hill Baptist Church's soup kitchen and food pantry help alleviate hunger in the community in an environment of respect, care and hospitality. This program provides:- Food to meet basic nutritional needs- Hot mealsPlease call for more information."""
526,"""Tuesday from 09:00 to 11:30"""
527,"""Anyone in need can access this program."""
528,Supportive Services (The Attic Youth Center)
529,39.9477596
530,YoungAdults
531,OneOnOneSupport
532,Teens
533,ComputerOrInternetAccess
534,Tutoring
535,Lgbtqia
536,HivAids
537,SexEducation
538,HealthEducation
539,SupportGroups
540,InfectiousDisease
541,CaseManagement
542,MoreEducation
543,"""19102"""
544,"""https://www.facebook.com/pages/The-Attic-Youth-Center/101066143279182"""
545,"""Supportive Services (The Attic Youth Center)_6051122713985024"""
546,"""Supportive Services (The Attic Youth Center)"""
547,"""This program covers residents of the following counties: Montgomery County, PA and Philadelphia County, PA."""
548,"""255 South 16th Street, Philadelphia, PA 19102"""
549,AB-Supportive Services (The Attic Youth Center)
550,P-Supportive Services (The Attic Youth Center)
551,19102
552,"""tel:+1-215-545-4331"""
553,"""The Attic Youth Center offers Supportive Services to assist LGBTQ youth in building the skills necessary to succeed in school, their jobs or careers, and the community.This program provides:- Meals- Food pantry- Safer sex supplies- One-on-one support- Support groups- Tutoring- Case management- Internship opportunities- Computer and wifi access"""
554,"""Thursday from 11:00 to 19:00"""
555,"""Tuesday from 11:00 to 19:00"""
556,"""Monday from 10:00 to 18:00"""
557,"""Friday from 11:00 to 19:00"""
558,"""Wednesday from 11:00 to 19:00"""
559,"""This program helps people who are 14 to 23 years old."""
560,Food Ministry (Faith Assembly Of God)
561,40.0129458
562,"""Food Ministry (Faith Assembly Of God)_5684138886299648"""
563,"""Food Ministry (Faith Assembly Of God)"""
564,"""1926 Margaret Street, Philadelphia, PA 19124"""
565,AB-Food Ministry (Faith Assembly Of God)
566,P-Food Ministry (Faith Assembly Of God)
567,"""tel:+1-712-432-3900"""
568,"""The Faith Assembly Of God - Food Ministry provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families.This program provides:- Food to meet basic nutritional needs"""
569,Grab and Go Meals (Old Pine Community Center)
570,39.9430393
571,39.9430397
572,"""https://www.facebook.com/OldPineCommunityCenter/"""
573,"""Grab and Go Meals (Old Pine Community Center)_5481658659373056"""
574,"""Grab and Go Meals (Old Pine Community Center)"""
575,"""401 Lombard Street, Philadelphia, PA 19147"""
576,AB-Grab and Go Meals (Old Pine Community Center)
577,P-Grab and Go Meals (Old Pine Community Center)
578,"""tel:+1-215-627-2493"""
579,"""The Old Pine Community Center provides Grab and Go Meals to those who need them. They supply critical nutrition to hungry individuals.This program provides:- Meals to meet basic nutritional needs"""
580,"""Saturday from 10:00 to 12:00"""
581,"""Sunday from 10:00 to 12:00"""
582,"""Anyone can access this service."""
583,Whole Foods Distribution (St. Peter's Evangelical Lutheran Church)
584,40.0676098
585,"""19138"""
586,"""https://www.facebook.com/StPeterswol/"""
587,"""Whole Foods Distribution (St. Peter's Evangelical Lutheran Church)_4649723083096064"""
588,"""Whole Foods Distribution (St. Peter's Evangelical Lutheran Church)"""
589,"""2167 74th Avenue, Philadelphia, PA 19138"""
590,AB-Whole Foods Distribution (St. Peter's Evangelical Lutheran Church)
591,P-Whole Foods Distribution (St. Peter's Evangelical Lutheran Church)
592,19138
593,"""tel:+1-215-424-5122"""
594,"""St. Peter's offers a twice monthly fresh food distribution to anyone who is in need in the community. Services provided:- Fresh food to meet basic nutritional needs The only information required is a name, number of people in the household, and a phone number."""
595,"""Wednesday from 10:30 to 12:00"""
596,"Food Drive Give Away (Institute for the Development of African-American Youth, Inc. (IDAAY))"
597,39.9880215
598,HelpPayForTransit
599,Transportation
600,"""https://www.facebook.com/idaayinc"""
601,"""https://www.twitter.com/@idaayinc"""
602,"""Food Drive Give Away (Institute for the Development of African-American Youth, Inc. (IDAAY))_5641437706321920"""
603,"""Food Drive Give Away (Institute for the Development of African-American Youth, Inc. (IDAAY))"""
604,"""2305 North Broad Street, Philadelphia, PA 19132"""
605,"AB-Food Drive Give Away (Institute for the Development of African-American Youth, Inc. (IDAAY))"
606,"P-Food Drive Give Away (Institute for the Development of African-American Youth, Inc. (IDAAY))"
607,"""tel:+1-215-235-9110"""
608,"""Institute for the Development of African-American Youth, Inc. (IDAAY) provides a Food Drive Give Away for individuals experiencing food insecurity who are living in Philadelphia, PAThis program provides:- Food to meet nutritional needsFood is distributed on a first come, first serve basis."""
609,"""Must live in Philadelphia."""
610,Food Cupboard (Saint Vincent de Paul Church)
611,40.0383304
612,"""https://www.facebook.com/StVincentDePaulCatholicCommunity/"""
613,"""Food Cupboard (Saint Vincent de Paul Church)_5957549088833536"""
614,"""Food Cupboard (Saint Vincent de Paul Church)"""
615,"""This program covers residents of the following postal codes: 19119, 19138, 19144 and 19150."""
616,"""109 East Price Street, Philadelphia, PA 19144"""
617,AB-Food Cupboard (Saint Vincent de Paul Church)
618,P-Food Cupboard (Saint Vincent de Paul Church)
619,"""tel:+1-215-438-2925"""
620,"""The food pantry serves everyone from low income families, single parents, senior citizens, unemployed individuals, disabled veterans, working poor, and anyone else in need of our assistance. This program provides: - Food to meet basic nutritional needs"""
621,"""Saturday from 09:00 to 17:00"""
622,"""Sunday from 09:00 to 17:00"""
623,"""Serves residents of 19119, 19138, 19144, and 19150."""
624,Jane Addams Place (Lutheran Settlement House)
625,39.9935476
626,39.9935454
627,HelpFindHousing
628,Recreation
629,TemporaryShelter
630,WithChildren
631,MedicalCare
632,MentalHealthCare
633,Full
634,Shelter
635,"""19133"""
636,"""https://www.facebook.com/pages/Lutheran-Settlement-House/152800584747421"""
637,"""https://www.twitter.com/@LSH1902"""
638,"""Jane Addams Place (Lutheran Settlement House)_5730442313465856"""
639,"""Jane Addams Place (Lutheran Settlement House)"""
640,"""1007 West Lehigh Avenue,  Philadelphia, PA 19104"""
641,"""1007 West Lehigh Avenue, Philadelphia, PA 19104"""
642,AB-Jane Addams Place (Lutheran Settlement House)
643,P-Jane Addams Place (Lutheran Settlement House)
644,19133
645,"""tel:+1-215-387-2587"""
646,"""Jane Addams Place clients are admitted through Centralized Homeless Intake Services operated by the Office of Supportive Housing at the Appletree Family Center at 1430 Cherry Street, 215-686-7150. You must go through central intake for an initial assessment of your housing needs before placement. If you are currently experiencing homelessness, please visit the intake center."""
647,"""Sunday from 00:00 to 23:59"""
648,"""Friday from 00:00 to 23:59"""
649,"""Wednesday from 00:00 to 23:59"""
650,"""Tuesday from 00:00 to 23:59"""
651,"""Saturday from 00:00 to 23:59"""
652,"""Thursday from 00:00 to 23:59"""
653,"""Monday from 00:00 to 23:59"""
654,"""Centralized Homeless Intake assessment of eligibility required."""
655,Food and Clothing Pantry (Calvary Baptist Church)
656,39.9710263
657,"""19151"""
658,"""https://www.facebook.com/CalvaryPhilly/"""
659,"""https://www.twitter.com/@CalvaryPhilly"""
660,"""Food and Clothing Pantry (Calvary Baptist Church)_5527695317532672"""
661,"""Food and Clothing Pantry (Calvary Baptist Church)"""
662,"""6122 Haverford Avenue, Philadelphia, PA 19151"""
663,AB-Food and Clothing Pantry (Calvary Baptist Church)
664,P-Food and Clothing Pantry (Calvary Baptist Church)
665,19151
666,"""tel:+1-215-747-9979"""
667,"""The food and clothing pantry serves everyone from low income families, single parents, senior citizens, unemployed individuals, disabled veterans, working poor, and anyone else that comes to the pantry.This program provides:- Food to meet basic nutritional needs- ClothingFood and clothing are distributed on Mondays and Wednesdays from 10am - 12pm."""
668,My Brother's House (Bethesda Project)
669,39.9435134
670,39.9435352
671,Male
672,SafeHousing
673,SubstanceAbuseCounseling
674,AllMentalHealth
675,"""https://www.twitter.com/@Bethesda_Proj"""
676,"""https://www.facebook.com/BethesdaProject/"""
677,"""My Brother's House (Bethesda Project)_5138871176658944"""
678,"""My Brother's House (Bethesda Project)"""
679,"""1630 South Street, Philadelphia, PA 19146"""
680,"""609 South 15th Street, Philadelphia, PA 19146"""
681,AB-My Brother's House (Bethesda Project)
682,P-My Brother's House (Bethesda Project)
683,"""tel:+1-215-985-1600"""
684,"""My Brother's House program offers a safe heaven that provides pre-recovery housing and an array of supportive services to 20 vulnerable men with chronic mental illness and substance abuse problem. This program provides:- Temporary shelterIn addition to a safe place to stay, resident are provided with:- Meals- Social services"""
685,"""This program serves homeless men."""
686,Mitzvah Food Program (Jewish Federation of Greater Philadelphia)
687,40.1018023
688,"""19116"""
689,"""https://www.twitter.com/@JFedinPhilly"""
690,"""https://www.facebook.com/jewishphilly"""
691,"""Mitzvah Food Program (Jewish Federation of Greater Philadelphia)_4950645635284992"""
692,"""Mitzvah Food Program (Jewish Federation of Greater Philadelphia)"""
693,"""This program covers residents of the following counties: Berks County, PA, Chester County, PA, Delaware County, PA, Montgomery County, PA and Philadelphia County, PA."""
694,"""10100 Jamison Avenue, Philadelphia, PA 19116"""
695,AB-Mitzvah Food Program (Jewish Federation of Greater Philadelphia)
696,P-Mitzvah Food Program (Jewish Federation of Greater Philadelphia)
697,19116
698,"""tel:+1-215-832-0620"""
699,"""The Mitzvah Food Program addresses hunger and malnutrition by providing nutritious food and basic staples in a caring and dignified manner to individuals and families in need. Visitors choose the foods they like from the inventory, rather than receiving a one-size-fits-all package. There are five pantry locations throughout Greater Philadelphia that distribute non-perishable food packages and produce.This program provides:- Nutritious foodClients may visit twice per month.Please check the office notes for your closest locations regarding hours and availability."""
700,"""Friday from 07:00 to 12:30"""
701,"""Wednesday from 07:00 to 12:30"""
702,"""Thursday from 07:00 to 12:30"""
703,"""Tuesday from 10:00 to 15:00"""
704,Food Pantry (Project HOME)
705,39.9831843
706,"""Food Pantry (Project HOME)_5485996744114176"""
707,"""Food Pantry (Project HOME)"""
708,"""1845 North 23rd Street, Philadelphia, PA 19121"""
709,AB-Food Pantry (Project HOME)
710,P-Food Pantry (Project HOME)
711,"""tel:+1-215-235-3110"""
712,"""Project HOME helps alleviate hunger in our community in an environment of respect, care and hospitality.This program provides:- Foods to meet basic nutritional needsPlease call for more information."""
713,"""Thursday from 10:30 to 12:30"""
714,"""Monday from 10:30 to 12:30"""
715,"""Wednesday from 10:30 to 12:30"""
716,Food Cabinet (Lutheran Church of the Holy Communion)
717,39.952106
718,"""19103"""
719,"""https://www.facebook.com/LCHCintheCity/"""
720,"""https://www.twitter.com/@LCHCintheCity"""
721,"""Food Cabinet (Lutheran Church of the Holy Communion)_6332350651432960"""
722,"""Food Cabinet (Lutheran Church of the Holy Communion)"""
723,"""2110 Chestnut Street, Philadelphia, PA 19103"""
724,AB-Food Cabinet (Lutheran Church of the Holy Communion)
725,P-Food Cabinet (Lutheran Church of the Holy Communion)
726,19103
727,"""tel:+1-215-567-3668"""
728,"""The Food Cabinet provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet nutritional needsThis program is offered on the second Wednesday of the month."""
729,"""Wednesday from 11:00 to 13:00"""
730,Feeding Ministry (Willow Grove Seventh-day Adventist Church)
731,"""Feeding Ministry (Willow Grove Seventh-day Adventist Church)_5178565305827328"""
732,"""Feeding Ministry (Willow Grove Seventh-day Adventist Church)"""
733,AB-Feeding Ministry (Willow Grove Seventh-day Adventist Church)
734,P-Feeding Ministry (Willow Grove Seventh-day Adventist Church)
735,"""tel:+1-215-657-8364"""
736,"""Willow Grove Seventh-day Adventist Church engages in outreach each month by feeding those less fortunate out of our sister churchâ€™s site. Services include:- Food to meet basic nutritional needs"""
737,"""Monday from 09:00 to 14:00"""
738,"""Wednesday from 09:00 to 14:00"""
739,"""Tuesday from 09:00 to 14:00"""
740,Helping Hands For The Hungry (Saint Cyprian Church)
741,"""Helping Hands For The Hungry (Saint Cyprian Church)_5375543808360448"""
742,"""Helping Hands For The Hungry (Saint Cyprian Church)"""
743,AB-Helping Hands For The Hungry (Saint Cyprian Church)
744,P-Helping Hands For The Hungry (Saint Cyprian Church)
745,Free Produce Markets No.2 (Children's Hospital of Philadelphia)
746,39.9595846
747,"""Free Produce Markets No.2 (Children's Hospital of Philadelphia)_6006436119248896"""
748,"""Free Produce Markets No.2 (Children's Hospital of Philadelphia)"""
749,"""4865 Market Street, Philadelphia, PA 19139"""
750,AB-Free Produce Markets No.2 (Children's Hospital of Philadelphia)
751,P-Free Produce Markets No.2 (Children's Hospital of Philadelphia)
752,"""tel:+1-None"""
753,"""CHOP's free produce markets provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families.This program provides:- Food to meet basic nutritional needsPlease bring your own bag when you visit. The market will be cancelled if it rains."""
754,"""Thursday from 09:30 to 10:30"""
755,Food Pantry (St. Paul Metropolitan A.M.E. Church)
756,39.8977253
757,"""19153"""
758,"""Food Pantry (St. Paul Metropolitan A.M.E. Church)_5184746006904832"""
759,"""Food Pantry (St. Paul Metropolitan A.M.E. Church)"""
760,"""8398 Lindbergh Boulevard, Philadelphia, PA 19153"""
761,AB-Food Pantry (St. Paul Metropolitan A.M.E. Church)
762,P-Food Pantry (St. Paul Metropolitan A.M.E. Church)
763,19153
764,"""tel:+1-215-365-3330"""
765,"""St. Paul Metropolitan A.M.E. Church provides a food pantry for members of their community. The food pantry serves close to 100 families each Thursday.This program provides:- Food to meet basic nutritional needs"""
766,Food Pantry (Lutheran Settlement House)
767,39.9714613
768,InterpretationServicesAvailable
769,"""19125"""
770,"""https://www.twitter.com/@LSHphilly"""
771,"""https://www.facebook.com/LutheranSettlementHouse"""
772,"""Food Pantry (Lutheran Settlement House)_5347200206372864"""
773,"""Food Pantry (Lutheran Settlement House)"""
774,"""1340 Frankford Avenue, Philadelphia, PA 19125"""
775,AB-Food Pantry (Lutheran Settlement House)
776,P-Food Pantry (Lutheran Settlement House)
777,19125
778,"""tel:+1-215-426-8610"""
779,"""""""The Lutheran Settlement House helps alleviate hunger in the community by providing a food pantry. This food pantry supplies healthy food options to anyoneThis program provides:- Food to meet basic nutritional needsAll ages are welcome and no referrals, income information, or residential information are required. Participants may get food once a week. Participants should sign in at the front desk and bring their own bag."""""""
780,Border Shelter Network and Call Center (Church World Service Inc)
781,40.0383433
782,Arabic
783,Haitian
784,Punjabi
785,Turkish
786,Russian
787,Gujarati
788,LimitedEnglish
789,PersonalHygiene
790,Hindi
791,Armenian
792,Ukrainian
793,Refugees
794,French
795,Undocumented
796,Portuguese
797,"""17602"""
798,"""https://twitter.com/CWS_global"""
799,"""https://www.facebook.com/churchworldservice"""
800,"""Border Shelter Network and Call Center (Church World Service Inc)_4967372504694784"""
801,"""Border Shelter Network and Call Center (Church World Service Inc)"""
802,"""This program covers residents of the following states: CA, FL, GA, IL, IN, KY, MI, NE, NH, NY, OH, OR, PA, TX and VA."""
803,"""308 East King Street, Lancaster, PA 17602"""
804,AB-Border Shelter Network and Call Center (Church World Service Inc)
805,P-Border Shelter Network and Call Center (Church World Service Inc)
806,17602
807,"""tel:+1-717-381-2890"""
808,"""Church World Service Inc offers a network of respite shelters to assist those awaiting a court date with the US government after going through US custody. This program provides:- Short-term shelter- Meals- Clothing- Hygiene products- Access to telephones to call loved ones- Connection to resettlement offices, member congregations, sanctuary churches and other service providers that can assist with housing, legal services, support services and resource sharingCWS has refugee and immigration offices spread across different states. Many of these offices are managed through partnerships with local organizations, while some are directly overseen by CWS and as such set the standard for resettlement in local communities."""
809,"""This program is available to anyone seeking refuge that was recently released from U.S. custody"""
810,Food Pantry (Annie's Kitchen Food Cupboard)
811,40.0463325
812,"""19141"""
813,"""Food Pantry (Annie's Kitchen Food Cupboard)_6598323073581056"""
814,"""Food Pantry (Annie's Kitchen Food Cupboard)"""
815,"""1980 Church Lane, Philadelphia, PA 19141"""
816,AB-Food Pantry (Annie's Kitchen Food Cupboard)
817,P-Food Pantry (Annie's Kitchen Food Cupboard)
818,19141
819,"""tel:+1-215-848-0916"""
820,"""Annie's Kitchen Food Cupboard provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needsPlease call to arrange food pick up, the team is not in the building daily, but can come to give you food if arranged."""
821,Food Cupboard (Germantown Avenue Crisis Ministry)
822,40.0353389
823,InCrisis
824,"""Food Cupboard (Germantown Avenue Crisis Ministry)_5535605282832384"""
825,"""Food Cupboard (Germantown Avenue Crisis Ministry)"""
826,"""This program covers residents of the following postal codes: 19126, 19138, 19144, 19150, 19118 and 19119."""
827,"""35 West Chelten Avenue, Philadelphia, PA 19144"""
828,AB-Food Cupboard (Germantown Avenue Crisis Ministry)
829,P-Food Cupboard (Germantown Avenue Crisis Ministry)
830,"""tel:+1-215-843-2340"""
831,"""Each week we supply 50 - 60 households with packages that include fresh and non-perishable foods. Using prescribed products and quantities, you are invited into the cupboard to choose the items you need. Packages supply food for 3 days and may be received once within a 30- day period.  This program provides:- Food to meet basic nutritional needsWhen available, personal hygiene items, baby products, and household cleaning supplies are provided for you."""
832,"""Must reside in coverage area to receive assistance."""
833,Food Pantry (Holy Innocents Parish)
834,40.0110273
835,"""https://www.twitter.com/https://www.youtube.com/channel/UCYquAEBK6ACcg2kPwL7XR1g"""
836,"""Food Pantry (Holy Innocents Parish)_5191362260238336"""
837,"""Food Pantry (Holy Innocents Parish)"""
838,"""1337 East Hunting Park Avenue, Philadelphia, PA 19124"""
839,AB-Food Pantry (Holy Innocents Parish)
840,P-Food Pantry (Holy Innocents Parish)
841,"""tel:+1-215-743-2600"""
842,"""Our food pantry serves everyone from low income families, single parents, senior citizens, unemployed individuals, disabled veterans, working poor, and anyone else in need of our assistance.This program provides:- Food to meet basic nutritional needs"""
843,"""Friday from 10:00 to 14:00"""
844,Food Cupboard (Refuge Evangelical Baptist Church)
845,40.0546799
846,"""19126"""
847,"""https://www.facebook.com/pg/www.rebc.org/about/?ref=page_internal"""
848,"""Food Cupboard (Refuge Evangelical Baptist Church)_4860746388471808"""
849,"""Food Cupboard (Refuge Evangelical Baptist Church)"""
850,"""1100 Oak Lane, Philadelphia, PA 19126"""
851,AB-Food Cupboard (Refuge Evangelical Baptist Church)
852,P-Food Cupboard (Refuge Evangelical Baptist Church)
853,19126
854,"""tel:+1-215-224-2024"""
855,"""REBC's Food Cupboard provides a food pantry to help alleviate hunger in the community.This program provides:- Food to meet nutritional needs"""
856,Food Cupboard (Neighbor to Neighbor Community Development Corporation Inc)
857,39.8999092
858,"""19079"""
859,"""https://www.facebook.com/pages/category/Community-Organization/Neighbor-2-Neighbor-Darby-Twp-Sharon-Hill-1925119057550479/"""
860,"""Food Cupboard (Neighbor to Neighbor Community Development Corporation Inc)_5147295688687616"""
861,"""Food Cupboard (Neighbor to Neighbor Community Development Corporation Inc)"""
862,"""This program covers residents of the following counties: Delaware County, PA."""
863,"""814 Clifton Avenue, Sharon Hill, PA 19079"""
864,AB-Food Cupboard (Neighbor to Neighbor Community Development Corporation Inc)
865,P-Food Cupboard (Neighbor to Neighbor Community Development Corporation Inc)
866,19079
867,"""tel:+1-610-461-8140"""
868,"""Neighbor to Neighbor's Food Cupboard, a food program, for Delaware County residents, delivers urgently needed food to low-income community residents. Each food package provides breakfast, lunch and dinner.This program provides:- Fresh vegetables & fruits- Dairy items- Eggs- Canned goods- Baked goods & pastries- Cereal- Poultry, fish, & meatWhen available, infant foods dietary supplements are distributed.Eligible households receive food packages one Thursday per month. Food packages may also be distributed on an emergency or one-time basis for any community household in need.In response to the COVID-19 pandemic, Neighbor to Neighbor Community Development Corporation, Inc. is no longer permitting non-essential staff inside of our building. When you arrive to utilize the food pantry. Please remain outside and a staff member will come to you."""
869,"""This program serves Delaware County residents."""
870,Human Services (African Family Health Organization)
871,39.9454475
872,Immigrants
873,Kinyarwanda
874,Yoruba
875,Swahili
876,"""https://www.facebook.com/The-Salvation-Army-Nampa-Idaho-208522825852957/"""
877,"""https://www.twitter.com/@AFAHO"""
878,"""Human Services (African Family Health Organization)_5355967947210752"""
879,"""Human Services (African Family Health Organization)"""
880,"""2420 South 45th Street, Philadelphia, PA 19143"""
881,AB-Human Services (African Family Health Organization)
882,P-Human Services (African Family Health Organization)
883,"""tel:+1-215-546-1232"""
884,"""Multi-lingual and bi-cultural case managers assist clients in mitigating the myriad of barriers they face in accessing critical health and social services which play a vital role in their successful integration, improved health, and ability to be self-sufficient. This program provides:- Behavioral health - Domestic violence awareness and support- Housing assistance and monthly food assistance- Elders' programming- Individual case management- Family case management"""
885,"""AFAHO’s multi-lingual and bi-cultural case managers assist clients in mitigating the myriad of barriers they face in accessing critical health and social services which play a vital role in their successful integration, improved health, and ability to be self-sufficient. This program provides:- Behavioral health - Domestic violence awareness and support- Housing assistance and monthly food assistance- Elders' programming- Individual case management- Family case management"""
886,"""This program serves African and Caribbean immigrants/refugees."""
887,Siloam Food Pantry (Siloam Wellness)
888,39.9679663
889,"""https://www.facebook.com/SiloamWellness/"""
890,"""https://www.twitter.com/@siloam_wellness"""
891,"""Siloam Food Pantry (Siloam Wellness)_5951539990626304"""
892,"""Siloam Food Pantry (Siloam Wellness)"""
893,"""850 North 11th Street, Philadelphia, PA 19123"""
894,AB-Siloam Food Pantry (Siloam Wellness)
895,P-Siloam Food Pantry (Siloam Wellness)
896,"""tel:+1-215-765-6633"""
897,"""""""The Siloam Choice Food Pantry offers a selection of nutritional food to give individuals living with HIV/AIDS the  dignity and respect that comes with the ability to choose their mealsThis program provides:- Food to meet basic nutritional needs"""""""
898,"""All individuals 18 years of age and over."""
899,Food Pantry (Women Walking in Victory Service Center)
900,39.9933572
901,"""Food Pantry (Women Walking in Victory Service Center)_6298939728723968"""
902,"""Food Pantry (Women Walking in Victory Service Center)"""
903,"""2441 North 29th Street, Philadelphia, PA 19132"""
904,AB-Food Pantry (Women Walking in Victory Service Center)
905,P-Food Pantry (Women Walking in Victory Service Center)
906,"""tel:+1-215-908-5286"""
907,"""Tuesday from 09:00 to 11:00"""
908,Food Pantry (Bless Philadelphia)
909,40.0201525
910,"""19135"""
911,"""https://www.facebook.com/blessphiladelphia/"""
912,"""Food Pantry (Bless Philadelphia)_5300839758692352"""
913,"""Food Pantry (Bless Philadelphia)"""
914,"""4610 Devereaux Street, Philadelphia, PA 19135"""
915,AB-Food Pantry (Bless Philadelphia)
916,P-Food Pantry (Bless Philadelphia)
917,19135
918,"""Bless Philadelphia promotes the Peace, Prosperity, Health and Safety of Philadelphians through compassionate community engagement. The food pantry serves residents of Philadelphia who complete a TEFAP self-declaration of need form (available on site) once per calendar year.  No ID is requiredThis program provides:- Food to meet basic nutritional needs"""
919,"""Wednesday from 12:00 to 17:00"""
920,"""Sunday from 13:00 to 13:30"""
921,"""Friday from 09:00 to 14:00"""
922,Food Pantry (The House of the Good Shepard Food Pantry)
923,39.981957
924,"""https://www.facebook.com/thehouseofthegoodshepherd/"""
925,"""Food Pantry (The House of the Good Shepard Food Pantry)_6020830977589248"""
926,"""Food Pantry (The House of the Good Shepard Food Pantry)"""
927,"""1716 North 27th Street, Philadelphia, PA 19121"""
928,AB-Food Pantry (The House of the Good Shepard Food Pantry)
929,P-Food Pantry (The House of the Good Shepard Food Pantry)
930,"""tel:+1-267-236-0937"""
931,"""The House of the Good Shepard Food Pantry offers food once a month to households in need. This program provides:- Food boxPlease visit our location for services or call us for more information."""
932,Food Pantry (Victory Outreach North Philly)
933,40.028763
934,"""https://www.facebook.com/vonorthphilly/"""
935,"""Food Pantry (Victory Outreach North Philly)_6251195793145856"""
936,"""Food Pantry (Victory Outreach North Philly)"""
937,"""4500 Tyson Avenue, Philadelphia, PA 19135"""
938,AB-Food Pantry (Victory Outreach North Philly)
939,P-Food Pantry (Victory Outreach North Philly)
940,"""tel:+1-267-344-9665"""
941,"""tel:+1-215-600-6102"""
942,"""Victory Outreach operates a Food Pantry to help meet the nutritional needs of individuals and families in Philadelphia.This program provides:- Food to meet basic nutritional needsPlease call to verify hours before attending."""
943,"""Wednesday from 09:00 to 12:00"""
944,Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention)
945,39.9928236
946,NutritionEducation
947,"""Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention)_6061022550556672"""
948,"""Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention)"""
949,"""1300 West Lehigh Avenue, Philadelphia, PA 19132"""
950,AB-Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention)
951,P-Nutrition Lunch and Learn (Frazier Family Coalition for Stroke Education and Prevention)
952,"""tel:+1-215-890-1567"""
953,"""The Frazier Family Coalition for Stroke Education and Prevention provides healthy nutrition topics and food demonstrations. Participants are also able to take home a free box of fresh produce.This program provides:- Nutrition education- Fresh produce"""
954,"""Thursday from 12:00 to 13:00"""
955,Food Pantry (Star of Hope Baptist Church)
956,40.0271939
957,"""https://www.facebook.com/Star-of-Hope-Baptist-Church-147516732074440/"""
958,"""Food Pantry (Star of Hope Baptist Church)_5924269727678464"""
959,"""Food Pantry (Star of Hope Baptist Church)"""
960,"""7212 Keystone Street, Philadelphia, PA 19135"""
961,AB-Food Pantry (Star of Hope Baptist Church)
962,P-Food Pantry (Star of Hope Baptist Church)
963,"""tel:+1-215-332-8320"""
